,Main_Pollutant,Date,AQI_VALUE,Year,Month,Day,Hour,PM2.5,PM10,SO2,CO,Ozone,NO,NO2,NOx,maxtempC,mintempC,sunHour,uvIndex,uvIndex.1,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,PM10_AVG24H,PM2.5_AVG24H,SO2_AVG24H,CO_AVG8H,Ozone_AVG8H,NOx_AVG24H,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,CO_SubIndex,Ozone_SubIndex,NOx_SubIndex,Checks
240,PM2.5,2016-01-16,310.5,2016.0,1.0,16.0,11.5,140.71,264.92,19.8,1.13,52.05,17.52,59.25,76.69,20.0,9.0,8.7,4.0,2.92,9.25,16.17,16.67,16.17,13.46,0.0,65.5,0.0,1014.5,12.62,10.0,291.83,10.75,240.88,133.96,16.81,1.0,56.12,56.76,204.42,310.5,20.54,43.5,55.58,70.29,6.0
241,PM2.5,2016-01-17,323.04,2016.0,1.0,17.0,11.5,180.65,292.05,30.64,1.63,53.21,56.66,73.84,143.17,20.0,6.0,8.7,4.0,2.83,9.88,17.38,17.5,17.38,3.96,0.0,64.96,0.0,1015.5,11.5,10.0,127.58,2.96,255.21,150.4,25.49,1.3,51.37,96.95,239.75,323.04,31.33,50.17,50.92,116.46,6.0
242,PM10,2016-01-18,398.58,2016.0,1.0,18.0,11.5,253.02,454.92,31.83,3.11,50.99,159.77,89.73,256.38,20.0,6.0,8.7,4.0,2.96,9.25,17.88,17.92,17.88,8.04,0.12,59.67,0.0,1014.17,12.29,10.0,196.58,5.17,402.81,237.8,33.41,3.12,51.97,243.65,378.0,216.96,41.17,105.67,51.71,263.12,5.58
243,PM10,2016-01-19,402.0,2016.0,1.0,19.0,11.5,248.83,422.07,23.97,1.79,33.53,27.9,92.16,120.21,20.0,8.0,8.7,4.0,2.83,6.17,15.21,15.17,15.21,9.96,7.46,57.83,0.0,1014.67,12.0,10.0,252.71,6.42,432.48,235.16,25.96,2.09,30.15,158.84,369.67,353.75,31.96,55.42,29.58,178.33,5.83
244,PM10,2016-01-20,401.58,2016.0,1.0,20.0,11.5,233.1,412.85,27.06,1.78,68.84,38.82,80.14,124.42,19.0,6.0,8.7,4.0,2.75,8.29,15.79,16.25,15.79,8.71,0.96,63.25,0.0,1018.21,11.33,10.0,304.33,5.71,428.79,254.93,27.39,1.67,70.14,112.75,398.42,165.92,33.67,28.75,72.25,132.25,5.67
245,PM2.5,2016-01-21,379.31,2016.0,1.0,21.0,13.5,207.19,383.45,32.3,2.7,87.45,111.49,83.38,168.19,19.0,7.0,8.7,4.0,2.38,4.38,15.19,15.5,15.19,13.62,0.0,50.62,0.0,1019.44,10.75,10.0,284.19,8.19,406.98,218.13,26.68,2.29,83.32,137.83,370.69,375.0,32.88,80.06,86.31,157.31,6.0
246,PM10,2016-01-22,403.21,2016.0,1.0,22.0,11.5,306.63,479.64,31.29,3.17,86.45,130.3,94.33,261.99,20.0,5.0,8.7,4.0,2.79,2.79,16.79,16.71,16.79,5.58,0.0,42.12,0.0,1019.38,11.0,10.0,201.0,3.62,424.39,253.23,34.03,3.25,80.23,261.88,393.62,211.29,42.08,114.96,82.92,281.38,5.88
247,PM10,2016-01-23,534.13,2016.0,1.0,23.0,11.13,245.2,549.96,36.97,3.35,71.5,100.95,90.64,201.75,21.0,6.0,8.7,4.0,3.09,4.0,17.13,17.09,17.13,8.83,1.39,42.74,0.0,1019.96,12.04,10.0,138.61,5.7,527.33,291.4,29.4,3.23,78.54,210.24,534.13,68.17,36.35,102.96,78.65,229.74,5.74
248,PM10,2016-01-24,469.42,2016.0,1.0,24.0,11.5,289.42,409.96,23.4,2.64,62.46,34.67,91.65,129.0,20.0,7.0,8.7,4.0,2.96,2.88,16.08,16.25,16.08,9.96,3.12,41.42,0.0,1018.67,11.75,10.0,138.71,5.83,480.57,270.09,34.51,3.0,68.38,170.78,469.42,35.67,42.5,111.83,68.71,190.38,5.5
249,PM10,2016-01-25,374.58,2016.0,1.0,25.0,11.5,208.46,378.12,32.6,2.01,45.28,59.12,90.11,140.1,19.0,5.0,8.7,4.0,2.83,0.75,14.29,14.75,14.29,11.42,17.67,40.0,0.0,1017.29,11.29,10.0,252.75,6.92,362.77,233.17,24.83,1.82,49.57,102.78,325.92,319.79,30.58,55.25,49.0,122.38,5.96
250,PM10,2016-01-26,438.54,2016.0,1.0,26.0,11.5,306.21,484.23,28.15,2.8,48.44,58.39,103.12,171.6,21.0,9.0,8.7,4.0,3.0,1.25,15.17,15.25,15.17,8.38,24.88,39.38,0.0,1015.79,13.46,10.0,82.62,4.71,455.52,263.82,33.09,2.63,49.93,168.69,418.83,176.75,40.92,107.25,50.79,188.21,5.88
251,PM10,2016-01-27,428.83,2016.0,1.0,27.0,11.0,233.67,390.46,32.4,3.28,48.07,85.22,91.97,157.47,23.0,11.0,8.7,5.0,3.43,6.0,18.26,18.26,18.3,10.74,5.52,45.48,0.0,1014.26,15.91,10.0,220.52,5.91,440.47,282.93,27.69,2.98,52.98,182.89,415.7,183.65,34.13,94.61,54.87,202.43,5.91
252,PM2.5,2016-01-28,366.65,2016.0,1.0,28.0,13.65,180.5,433.55,47.73,3.66,42.0,199.95,99.24,289.55,24.0,11.0,8.7,5.0,3.18,4.71,17.41,17.35,17.41,12.71,9.41,44.12,0.0,1015.0,15.47,10.0,311.88,7.35,394.86,197.59,38.1,3.85,44.48,206.01,355.47,359.24,47.0,122.35,43.88,225.53,6.0
253,PM10,2016-01-29,428.19,2016.0,1.0,29.0,14.56,219.53,511.88,50.49,3.79,63.44,154.9,136.28,220.97,25.0,10.0,8.7,5.0,4.44,5.88,20.25,20.25,20.31,14.88,31.88,39.19,0.0,1016.69,19.5,10.0,121.0,8.38,450.94,188.89,46.74,3.74,63.9,240.0,428.19,352.56,57.75,109.0,64.56,258.88,6.0
254,PM10,2016-01-30,485.35,2016.0,1.0,30.0,9.7,223.94,453.22,47.58,3.54,55.1,93.38,115.1,231.1,26.0,13.0,8.7,5.0,4.1,11.35,22.25,22.25,22.1,11.5,7.35,52.35,0.0,1014.55,19.25,10.0,180.35,6.65,492.17,230.74,47.69,3.53,47.38,244.72,485.35,384.85,58.9,113.55,48.5,264.25,6.0
255,PM10,2016-01-31,405.67,2016.0,1.0,31.0,14.8,208.86,339.74,24.42,2.15,41.64,67.84,86.69,135.34,24.0,14.0,8.7,5.0,3.4,8.13,18.6,18.67,18.53,22.13,12.07,51.33,0.0,1015.6,17.27,10.0,327.53,13.13,429.89,224.58,45.21,3.09,52.61,194.56,400.93,351.87,55.73,82.4,52.2,214.07,5.93
256,PM10,2016-02-01,535.17,2016.0,2.0,1.0,11.5,288.18,417.28,36.21,2.98,52.47,140.25,88.38,242.63,24.0,10.0,10.9,5.0,3.25,2.33,18.5,18.71,18.67,16.79,1.38,35.92,0.0,1017.0,15.33,10.0,320.21,10.88,527.93,374.76,45.73,3.82,52.57,223.84,535.17,266.5,56.42,89.71,54.79,243.29,5.83
257,PM2.5,2016-02-02,321.62,2016.0,2.0,2.0,11.5,152.24,346.72,29.84,1.77,60.13,74.67,92.32,184.23,22.0,8.0,10.9,4.0,3.08,0.42,17.75,17.79,17.75,15.33,0.0,31.5,0.0,1017.62,13.75,10.0,303.46,10.58,307.73,142.05,31.34,1.57,59.56,163.42,307.17,316.67,38.75,55.17,63.12,182.96,6.0
258,PM2.5,2016-02-03,301.6,2016.0,2.0,3.0,14.5,113.93,245.85,10.4,1.3,78.14,30.87,88.15,120.68,22.0,7.0,10.9,4.0,4.7,0.1,20.0,20.0,20.0,21.4,0.0,26.8,0.0,1016.5,17.4,10.0,299.6,14.3,258.72,122.54,9.16,1.64,75.26,113.74,258.2,301.6,11.2,49.8,75.8,133.4,6.0
259,PM2.5,2016-02-06,207.88,2016.0,2.0,6.0,11.5,96.1,254.38,23.68,1.19,70.24,26.79,69.2,98.25,24.0,7.0,11.0,5.0,3.38,5.96,19.96,20.04,20.17,12.58,5.92,40.71,0.0,1012.42,16.12,10.0,135.79,7.75,231.87,90.66,20.46,0.96,70.01,79.42,200.17,200.29,25.08,41.04,75.08,98.17,6.0
260,PM10,2016-02-07,66.72,2016.0,2.0,7.0,10.83,31.74,59.68,10.01,0.96,25.22,10.52,57.66,65.74,20.0,10.0,10.1,5.0,2.44,9.17,16.33,16.22,16.33,16.33,29.39,65.72,0.0,1014.89,14.61,10.0,154.06,10.78,64.7,31.11,8.79,0.91,27.74,43.18,64.33,51.33,10.44,40.17,27.11,53.39,6.0
261,NOx,2016-02-08,72.73,2016.0,2.0,8.0,7.0,31.54,56.49,10.68,0.9,23.29,11.1,37.1,48.22,23.0,9.0,11.0,5.0,3.67,11.6,20.6,20.73,20.67,10.07,0.27,61.0,0.0,1017.33,15.67,10.0,288.27,8.67,52.62,23.34,12.34,1.0,21.93,58.22,54.4,38.33,14.93,47.8,21.47,72.27,6.0
262,PM10,2016-02-09,78.83,2016.0,2.0,9.0,11.5,47.9,102.08,9.79,0.9,12.73,8.23,39.95,46.82,24.0,10.0,11.0,5.0,3.33,10.67,20.17,20.38,20.25,11.92,0.0,56.96,0.0,1014.46,15.58,10.0,302.67,8.46,73.88,35.54,9.59,0.94,12.32,56.07,73.38,58.75,11.54,42.21,11.83,69.46,6.0
263,PM2.5,2016-02-10,206.42,2016.0,2.0,10.0,11.5,89.69,184.75,20.34,2.83,27.25,62.62,59.39,138.43,24.0,9.0,11.0,5.0,3.38,10.29,21.29,21.79,21.46,8.71,0.12,51.38,0.0,1012.12,16.17,10.0,227.58,5.38,184.87,92.37,19.08,2.54,26.53,119.58,156.17,206.42,23.33,72.92,26.17,139.04,6.0
264,PM10,2016-02-11,619.14,2016.0,2.0,11.0,8.21,386.09,665.41,37.8,4.03,47.86,115.88,131.86,235.03,25.0,12.0,11.1,5.0,3.57,6.07,19.43,19.64,19.5,19.64,3.79,42.64,0.0,1010.5,17.36,10.0,194.29,11.5,588.62,325.95,33.1,4.87,38.92,201.14,619.14,150.14,40.86,135.14,38.36,220.71,6.0
265,PM10,2016-02-12,431.5,2016.0,2.0,12.0,11.5,223.73,443.28,33.07,2.77,16.1,134.61,102.85,237.32,25.0,9.0,11.1,5.0,3.46,3.17,20.33,20.46,20.62,12.46,3.75,33.08,0.0,1012.0,16.92,10.0,77.54,7.25,453.24,230.69,30.77,3.14,15.59,215.93,431.5,384.58,37.96,50.96,15.08,235.46,5.71
266,PM10,2016-02-13,315.74,2016.0,2.0,13.0,11.52,106.27,291.74,24.24,1.43,33.98,39.58,82.54,127.59,25.0,10.0,11.1,5.0,3.3,0.43,17.61,17.65,17.83,15.83,16.74,32.52,0.0,1014.22,16.48,10.0,67.35,9.57,350.97,124.0,34.03,1.6,33.38,164.01,315.61,298.87,42.04,51.13,32.96,183.52,6.0
267,PM2.5,2016-02-14,253.29,2016.0,2.0,14.0,11.5,108.38,220.96,31.0,1.45,62.69,30.47,68.67,102.8,25.0,11.0,11.1,5.0,3.33,5.08,19.75,19.88,20.0,14.25,0.96,39.67,0.0,1016.29,16.17,10.0,319.04,9.21,235.67,105.15,26.63,1.34,62.36,103.27,211.58,248.83,32.79,37.54,66.88,122.71,6.0
268,PM2.5,2016-02-15,269.54,2016.0,2.0,15.0,11.5,114.41,303.97,33.18,1.7,56.13,43.06,87.16,136.46,24.0,9.0,11.1,5.0,3.33,1.5,18.33,18.42,18.58,15.67,3.88,32.79,0.0,1018.0,15.75,10.0,325.08,9.42,263.16,108.18,31.27,1.71,58.87,123.48,246.54,259.12,38.58,39.25,61.58,142.96,6.0
269,PM10,2016-02-16,302.42,2016.0,2.0,16.0,11.5,116.5,289.97,43.96,1.6,55.94,44.87,92.54,143.72,25.0,11.0,11.5,5.0,3.38,2.17,19.88,19.83,20.25,13.46,0.67,30.58,0.0,1019.04,16.21,10.0,250.33,8.88,302.86,118.08,38.68,1.59,60.57,138.37,302.42,292.08,47.71,45.67,63.58,157.83,6.0
270,PM10,2016-02-17,283.79,2016.0,2.0,17.0,11.5,125.39,306.56,44.64,1.6,40.65,38.65,104.42,145.82,27.0,13.0,11.5,5.0,3.62,0.0,19.08,19.33,19.42,21.08,14.79,27.17,0.0,1018.54,18.71,10.0,337.17,11.58,284.17,113.23,44.22,1.63,44.86,145.96,283.71,274.5,54.42,43.75,45.0,165.33,6.0
271,PM2.5,2016-02-18,310.38,2016.0,2.0,18.0,11.5,151.2,279.96,38.03,1.91,25.41,52.16,91.16,152.44,27.0,16.0,11.6,6.0,3.88,4.92,21.83,22.08,22.0,15.0,34.08,33.21,0.0,1015.88,21.04,10.0,323.33,9.0,291.32,133.14,38.92,1.89,26.43,143.76,290.88,309.75,48.04,54.25,25.79,163.25,6.0
272,PM2.5,2016-02-19,339.58,2016.0,2.0,19.0,11.5,173.06,337.29,54.73,2.38,30.85,85.41,86.13,159.77,31.0,18.0,10.1,6.0,4.08,8.58,24.75,24.79,25.25,16.42,60.58,35.83,0.0,1014.21,24.42,10.0,241.12,9.12,314.63,172.02,45.1,2.05,30.73,157.26,314.21,339.58,55.75,56.5,30.29,176.67,6.0
273,PM2.5,2016-02-20,327.54,2016.0,2.0,20.0,11.5,112.56,229.71,24.22,2.12,30.1,91.42,49.05,151.24,29.0,18.0,11.6,6.0,3.83,14.62,24.42,24.92,24.12,18.5,11.08,58.71,0.06,1013.83,22.54,9.88,268.04,12.46,316.7,156.96,43.64,2.63,25.92,207.4,296.92,327.21,53.88,82.67,25.46,227.0,6.0
274,PM10,2016-02-21,145.39,2016.0,2.0,21.0,11.43,55.19,136.47,18.58,0.83,66.55,1.77,33.78,32.5,28.0,15.0,11.6,5.0,3.65,8.43,21.3,21.26,21.61,22.17,13.04,49.78,0.0,1014.09,19.57,8.7,287.57,15.3,149.06,70.15,18.76,0.86,61.5,51.61,132.48,132.48,23.04,42.04,61.39,62.3,6.0
275,PM10,2016-02-22,135.42,2016.0,2.0,22.0,11.11,77.78,180.72,65.19,1.16,61.24,18.38,66.64,84.47,29.0,13.0,11.6,5.0,3.05,2.32,20.79,20.84,21.11,21.74,0.0,29.68,0.0,1013.84,17.95,10.0,283.89,13.84,153.57,61.25,29.04,1.01,69.49,45.45,135.42,104.53,35.74,42.74,69.0,56.26,6.0
276,PM10,2016-02-23,182.14,2016.0,2.0,23.0,10.0,72.63,256.02,22.38,1.35,88.36,44.5,75.48,73.86,29.0,13.0,11.6,5.0,4.14,-0.62,23.05,23.19,23.81,15.14,0.0,20.81,0.0,1012.38,19.9,10.0,278.0,10.38,202.32,77.75,65.53,1.11,81.71,90.21,170.24,157.67,81.38,36.48,91.14,109.71,6.0
277,PM10,2016-02-24,299.88,2016.0,2.0,24.0,10.65,121.14,332.51,78.49,2.5,19.85,131.82,139.1,220.55,29.0,12.0,11.6,5.0,4.65,2.24,25.59,25.88,26.24,6.12,0.0,24.65,0.0,1011.88,20.35,10.0,212.59,3.88,300.38,86.98,38.6,2.67,33.1,136.98,299.88,188.24,47.59,95.24,32.59,156.53,6.0
278,PM10,2016-02-25,302.61,2016.0,2.0,25.0,13.22,92.06,256.96,18.64,1.46,64.23,84.62,111.08,214.52,29.0,12.0,11.6,5.0,4.33,3.0,22.33,22.5,23.0,10.0,11.56,29.06,0.0,1014.94,20.28,10.0,114.83,6.5,303.08,112.06,53.49,1.34,60.8,190.85,302.61,271.56,66.28,42.72,62.39,210.33,6.0
279,PM10,2016-02-26,262.05,2016.0,2.0,26.0,9.5,107.26,251.35,21.85,1.27,45.21,47.24,66.16,123.46,29.0,14.0,11.6,5.0,4.35,6.75,24.8,25.1,25.45,11.65,7.6,32.2,0.0,1017.5,20.95,10.0,175.3,7.9,262.49,101.41,19.66,1.4,50.62,170.4,261.95,236.15,24.1,50.95,51.3,189.8,6.0
280,PM2.5,2016-02-27,251.5,2016.0,2.0,27.0,16.5,88.7,215.89,36.14,1.16,55.99,28.01,83.34,112.5,29.0,14.0,11.6,6.0,5.5,13.33,28.67,28.67,28.17,3.67,0.0,40.33,0.0,1016.83,23.17,10.0,217.17,3.0,251.65,104.39,23.86,1.38,61.27,121.84,227.83,246.17,29.33,35.17,61.0,141.17,6.0
281,PM2.5,2016-02-28,226.73,2016.0,2.0,28.0,15.0,109.42,242.32,,1.28,100.27,30.24,72.1,105.52,29.0,14.0,10.2,6.0,5.18,7.45,24.73,24.73,25.36,8.55,46.45,33.45,0.0,1017.45,24.09,10.0,116.09,5.0,236.98,96.82,28.75,1.1,103.11,104.93,209.27,220.27,35.55,40.27,107.64,124.45,6.0
282,PM2.5,2016-02-29,233.64,2016.0,2.0,29.0,14.0,91.89,241.62,8.08,1.35,82.79,26.16,66.79,95.23,30.0,15.0,11.6,6.0,6.0,10.09,27.36,27.73,28.18,6.55,2.91,34.27,0.0,1016.55,24.91,10.0,111.09,4.45,243.69,98.18,27.77,1.42,85.88,109.46,213.91,224.82,34.18,27.36,87.36,128.91,6.0
283,PM10,2016-03-01,444.42,2016.0,3.0,1.0,11.5,392.96,536.92,45.87,3.69,47.09,49.14,84.49,116.63,31.0,15.0,11.6,6.0,4.08,9.46,25.58,25.83,26.12,7.96,11.88,36.75,0.0,1014.88,22.46,10.0,151.79,4.88,462.13,334.71,38.73,2.98,51.33,179.98,444.42,171.21,47.88,93.92,52.96,199.58,6.0
284,PM10,2016-03-02,353.46,2016.0,3.0,2.0,11.5,134.81,400.69,46.09,1.41,63.93,36.6,91.5,131.49,32.0,16.0,11.6,6.0,4.25,8.08,25.46,25.75,26.08,8.67,6.12,33.25,0.0,1014.42,23.58,10.0,155.04,4.67,379.89,149.8,41.99,1.67,63.82,169.27,347.58,322.58,51.88,50.92,67.83,188.88,6.0
285,PM2.5,2016-03-03,284.53,2016.0,3.0,3.0,16.0,111.13,322.97,8.36,1.86,51.23,53.56,110.16,171.3,34.0,17.0,11.6,7.0,5.33,6.2,29.47,29.33,30.67,12.8,2.73,22.33,0.0,1012.07,27.53,10.0,319.67,7.6,277.17,114.06,7.86,1.64,65.55,129.2,276.67,277.33,9.27,44.2,66.07,148.67,6.0
286,PM2.5,2016-03-04,311.6,2016.0,3.0,4.0,17.0,111.1,267.93,57.33,1.86,,6.26,122.22,117.4,34.0,19.0,11.6,7.0,5.6,5.0,27.2,27.2,28.8,12.6,2.2,22.4,0.0,1009.2,25.4,10.0,325.4,6.8,300.28,135.57,40.24,1.1,166.21,202.84,299.8,311.6,49.8,44.0,208.6,222.2,6.0
287,PM10,2016-03-05,352.36,2016.0,3.0,5.0,16.5,150.74,399.96,40.6,1.49,85.63,11.24,116.81,119.42,32.0,17.0,11.6,6.0,4.79,10.86,24.21,24.14,25.14,20.5,9.64,50.21,0.15,1010.86,23.86,10.0,136.0,12.29,392.32,168.04,39.81,2.2,90.94,107.01,352.36,336.57,49.07,62.0,92.93,126.43,6.0
288,PM10,2016-03-06,289.56,2016.0,3.0,6.0,11.5,142.0,335.85,33.72,3.02,51.17,146.21,115.14,262.43,29.0,15.0,11.6,6.0,2.5,13.88,21.38,21.81,21.12,16.06,7.88,65.12,0.0,1012.44,19.19,10.0,115.38,8.38,290.14,112.28,25.93,2.58,50.19,171.61,289.56,271.94,31.88,93.56,49.69,191.12,6.0
289,PM10,2016-03-07,86.26,2016.0,3.0,7.0,11.48,54.15,111.57,11.37,1.02,33.58,3.12,56.82,54.89,30.0,16.0,11.6,6.0,3.96,13.35,24.09,24.26,24.04,13.96,14.57,53.87,0.0,1011.87,22.26,10.0,229.96,8.74,83.67,40.42,10.88,1.01,32.66,61.44,82.74,66.83,13.17,41.04,32.17,76.13,6.0
290,PM10,2016-03-09,108.91,2016.0,3.0,9.0,12.05,51.27,119.59,9.19,1.03,16.24,8.99,37.35,45.55,30.0,16.0,11.6,6.0,4.18,9.77,25.0,25.36,25.59,14.09,4.23,39.05,0.0,1011.18,22.95,10.0,296.64,9.64,113.74,51.57,10.07,0.94,16.13,40.41,108.91,85.27,12.14,33.0,15.64,49.86,5.95
291,PM2.5,2016-03-10,218.0,2016.0,3.0,10.0,11.5,97.16,189.75,15.32,2.49,22.02,31.49,68.54,104.07,32.0,17.0,11.6,6.0,4.29,9.12,26.12,26.75,26.83,12.29,5.71,35.21,0.0,1012.04,24.25,10.0,227.46,8.58,198.04,96.09,20.62,2.93,23.99,152.13,165.0,218.0,25.25,83.25,23.42,171.75,6.0
292,PM10,2016-03-11,643.15,2016.0,3.0,11.0,17.0,239.04,467.31,33.0,4.82,77.98,85.14,127.51,103.46,34.0,20.0,11.6,7.0,4.69,10.92,27.08,27.85,27.46,14.15,14.46,39.0,0.03,1010.54,26.23,9.77,148.0,8.77,605.83,339.28,33.37,3.44,86.9,193.62,643.15,182.08,41.15,117.08,87.69,213.08,6.0
293,PM2.5,2016-03-12,357.96,2016.0,3.0,12.0,11.5,181.47,363.44,35.6,3.26,9.59,36.6,108.09,115.57,33.0,18.0,10.2,6.0,3.88,13.25,24.58,25.12,24.62,23.38,26.67,53.04,0.12,1009.54,23.79,9.62,100.54,14.33,375.22,188.0,33.52,2.65,11.24,176.08,346.33,351.96,41.46,70.88,9.92,195.58,5.92
294,PM2.5,2016-03-14,250.09,2016.0,3.0,14.0,18.0,66.51,149.47,36.23,2.33,65.01,131.16,83.08,161.8,29.0,17.0,11.6,6.0,4.0,10.91,24.45,25.64,24.73,11.55,4.82,42.82,0.0,1013.09,22.55,10.0,232.27,7.27,212.76,109.8,64.15,2.25,65.63,128.47,184.64,248.82,78.0,76.0,65.18,148.0,6.0
295,NOx,2016-03-15,198.62,2016.0,3.0,15.0,7.5,95.62,188.04,53.36,2.48,57.52,194.01,59.79,99.41,29.0,16.0,11.6,6.0,4.56,9.25,25.19,25.5,25.88,8.94,16.94,37.5,0.0,1014.75,22.94,10.0,188.5,7.44,189.14,86.2,40.56,3.2,35.95,169.12,159.06,185.88,50.19,103.06,36.31,188.56,6.0
296,PM2.5,2016-03-16,180.23,2016.0,3.0,16.0,17.0,57.4,135.0,64.02,1.04,89.76,10.56,63.94,71.41,30.0,16.0,11.6,6.0,4.62,5.77,24.92,24.92,25.77,19.08,16.38,28.46,0.0,1010.85,24.46,10.0,300.23,11.85,169.66,84.04,52.18,0.9,136.52,99.92,146.23,178.46,64.69,44.38,156.08,119.08,6.0
297,PM10,2016-03-17,127.0,2016.0,3.0,17.0,12.12,64.99,160.79,36.91,1.32,30.81,29.98,86.45,117.96,31.0,18.0,11.6,6.0,3.0,6.94,23.53,23.59,23.82,18.18,46.94,34.88,0.0,1009.76,23.06,10.0,184.76,9.82,138.56,62.84,51.51,1.23,30.4,83.62,125.41,108.29,63.76,43.47,29.76,102.0,6.0
298,PM10,2016-03-18,150.62,2016.0,3.0,18.0,11.5,88.64,203.14,60.45,2.06,63.34,61.86,78.97,101.98,32.0,20.0,11.6,7.0,4.38,10.04,26.71,26.96,27.12,16.71,13.58,35.62,0.0,1009.17,25.25,10.0,105.0,9.88,172.9,73.78,53.37,1.46,64.6,103.8,148.38,144.12,66.17,52.33,66.75,123.29,6.0
299,PM2.5,2016-03-19,284.71,2016.0,3.0,19.0,11.5,121.82,263.08,27.94,3.01,50.34,141.42,91.52,240.49,33.0,22.0,11.6,7.0,4.5,10.38,27.29,27.42,27.92,10.96,15.38,34.83,0.0,1008.38,26.38,10.0,68.25,6.58,274.94,118.74,35.86,3.29,53.85,182.76,267.25,284.67,44.12,96.71,55.12,202.38,6.0
300,PM2.5,2016-03-20,274.54,2016.0,3.0,20.0,11.5,112.46,215.57,28.52,1.9,50.99,101.22,70.31,165.7,34.0,20.0,11.6,7.0,4.54,9.25,28.58,28.75,29.5,13.54,3.0,30.42,0.0,1009.21,26.67,10.0,169.0,8.96,218.25,112.6,29.84,2.25,54.75,229.75,180.5,274.21,36.83,75.96,57.0,249.25,6.0
301,PM2.5,2016-03-21,174.29,2016.0,3.0,21.0,11.5,50.07,133.24,24.38,1.5,90.34,6.2,46.34,49.75,33.0,19.0,11.6,7.0,4.42,3.33,25.75,26.08,26.75,23.62,0.88,25.04,0.0,1010.42,24.92,10.0,323.88,17.67,166.45,78.57,28.41,1.5,80.45,84.99,144.08,161.83,35.04,29.12,83.71,102.67,6.0
302,Ozone,2016-03-22,136.58,2016.0,3.0,22.0,11.5,34.66,134.67,23.96,1.5,117.89,1.8,35.05,33.57,32.0,16.0,11.6,6.0,4.29,-1.12,24.29,24.08,25.17,26.58,0.0,19.62,0.0,1008.46,23.42,10.0,299.38,19.54,131.07,39.65,22.39,1.5,121.36,35.08,120.5,65.5,27.5,29.0,130.62,43.21,6.0
303,PM10,2016-03-23,147.92,2016.0,3.0,23.0,11.5,91.35,191.66,37.94,1.5,95.1,59.8,59.93,56.07,34.0,17.0,11.6,7.0,4.5,-1.29,27.12,27.17,28.46,17.92,2.0,15.54,0.0,1008.88,25.29,10.0,290.46,12.42,141.68,51.65,30.14,1.5,104.85,44.36,127.5,89.54,37.17,29.0,112.75,54.92,6.0
304,PM2.5,2016-03-24,342.67,2016.0,3.0,24.0,11.5,185.7,327.07,29.7,2.13,44.75,116.97,84.19,188.2,36.0,19.0,10.2,7.0,4.67,2.08,29.04,28.96,30.54,8.25,21.12,16.88,0.0,1011.42,27.83,10.0,195.71,4.92,315.4,177.72,33.91,1.61,58.05,118.9,311.29,342.67,41.83,43.83,61.04,137.58,6.0
305,PM2.5,2016-03-25,315.75,2016.0,3.0,25.0,11.5,149.37,282.49,36.41,2.69,38.24,73.29,92.55,146.15,38.0,22.0,8.8,7.0,4.75,1.5,29.38,29.38,31.04,14.17,48.38,15.71,0.0,1011.62,29.83,10.0,92.54,8.17,269.98,140.97,31.12,2.63,53.89,173.14,259.25,315.75,38.38,81.5,56.88,192.71,6.0
306,PM2.5,2016-03-26,238.62,2016.0,3.0,26.0,11.5,63.71,144.41,26.92,0.95,33.69,14.44,54.05,67.87,32.0,20.0,10.2,7.0,4.38,8.62,26.46,26.71,27.08,22.42,34.21,32.33,0.01,1012.12,26.12,10.0,310.29,15.92,219.77,105.77,33.56,1.53,34.11,103.02,195.92,237.58,41.42,56.42,33.58,122.38,6.0
307,PM10,2016-03-27,116.75,2016.0,3.0,27.0,1.5,59.08,97.67,19.86,0.44,68.19,0.76,29.38,27.21,33.0,20.0,11.6,7.0,1.0,7.75,21.5,22.25,21.5,18.5,54.25,40.5,0.12,1012.0,20.5,10.0,300.25,9.5,125.7,57.05,26.04,1.14,28.72,56.36,116.75,94.5,32.25,45.5,28.5,69.75,6.0
308,PM10,2016-03-28,117.27,2016.0,3.0,28.0,18.0,48.05,124.23,29.36,0.86,71.75,2.98,63.97,61.08,33.0,19.0,11.6,7.0,4.55,3.91,27.45,27.45,29.18,16.27,2.18,20.09,0.0,1010.55,26.64,10.0,304.91,11.27,126.26,55.41,28.12,0.7,77.7,57.17,117.27,91.73,34.55,34.55,77.73,70.82,6.0
309,PM2.5,2016-03-29,155.44,2016.0,3.0,29.0,8.5,96.45,186.38,50.3,0.95,60.06,8.81,58.59,64.23,35.0,21.0,11.6,7.0,5.44,3.78,28.0,28.11,29.33,17.94,10.67,20.39,0.0,1010.22,28.22,10.0,298.17,13.39,153.3,74.1,38.88,1.04,71.36,69.47,135.28,145.28,48.06,45.89,77.44,86.28,6.0
310,PM2.5,2016-03-30,207.62,2016.0,3.0,30.0,17.0,100.62,240.92,40.02,2.37,54.29,119.63,88.74,120.61,36.0,22.0,11.6,7.0,5.38,4.15,30.85,30.85,32.54,12.46,15.31,17.38,0.0,1009.23,30.54,10.0,213.38,8.15,187.48,89.98,45.73,1.25,114.69,68.54,157.85,198.54,56.54,52.85,91.62,84.92,5.69
